PK,LOT,DATE CREATED,CLIENT,PROJECT,Date Sent,AVID,NOTES
PL3146,211014_MELILLO_Truist Caremaker,1/17/2022,Melillo Music,,10/14/2021,,
PL3132,211201_Bayrischer_Spaghetti Western,12/17/2021,CL064,,12/1/2021,,
PL3131,211210_PLATINUM_Anthro2_70s RETRO_new music,12/10/2021,Platinum Rye,,12/9/2021,,
PL3148,"211221_PLATINUM_Anthropologie 2 LP ""Footloose""",1/17/2022,Platinum Rye,,12/21/2021,,
PL3226,220422_SIX+ONE_Spectrum Mobile LP1,4/29/2022,Six + One,,4/22/2022,,
PL3220,220428_SIX+ONE_Spectrum Mobile LP2,4/29/2022,Six + One,,4/28/2022,,
PL3303,221111_SHMV_04,11/11/2022,Truly Original,Summer House: Martha's Vineyard,11/11/2022,HBIN_2250,
PL3304,221111_SHMV_05,11/11/2022,Truly Original,Summer House: Martha's Vineyard,11/11/2022,HBIN_2250,
PL3337,230322_LP_6+1 Bronx Zoo Jungle 1,3/28/2023,Six + One,,3/22/2023,,
PL3338,230323_LP_6+1 Bronz Zoo Jungle 2,3/28/2023,Six + One,,3/23/2023,,
PL3340,230328_LP_SHMV Usher2,3/28/2023,Truly Original,SUMMER HOUSE: Martha's Vineyard,3/28/2023,We Transfer,
PL3339,230328_LP_SHMV_Usher1,3/28/2023,Truly Original,Summer House Martha's Vineyard,3/28/2023,WE TRANSFER,
PL3407,231207_VPR11_12,12/7/2023,Evolution Media,Vanderpump Rules,12/8/2023,HBIN_2368,
PL3584,240108_HAVAS_WellsFargo_BeachNative,1/22/2025,HAVAS Worldwide NY,240108_HAVAS_WellsFargo_BeachNative,1/8/2024,,
PL3585,240108_HAVAS_WellsFargo_BeachWatermelon,1/22/2025,HAVAS Worldwide NY,AJ240109 WELLS FARGO TIK TOK,1/9/2024,,
PL3586,240108_HAVAS_WellsFargo_Expand Horizons,1/22/2025,HAVAS Worldwide NY,AJ240109 WELLS FARGO TIK TOK,1/9/2024,,
PL3414,240110_Hip Hop Dramedy Double Lot,1/10/2024,Evolution Media,Vanderpump Rules,1/12/2024,HBIN_2401,
PL3415,240110_Hip Hop Dramedy Double Lot SHMV,1/12/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,1/12/2024,HBIN_.2402,
PL3655,250726_SOHO4_Film Score_Mysterious,7/28/2025,Haymaker East,Southern Hospitality Season 4,7/28/2025,HBIN_2547,
PL3656,250726_SOHO4_FILM SCORE_Tension,7/29/2025,Haymaker East,Southern Hospitality Season 4,7/28/2025,HBIN_2547,
PL3654,250726_SOHO4_LiteTension,7/28/2025,Haymaker East,Southern Hospitality Season 4,7/28/2025,HBIN_2547,
PL3657,250801_SOHO4_More EDM,8/4/2025,Haymaker East,Southern Hospitality Season 4,8/1/2025,HBIN_2551,
PL3666,250819_INTAKE LOT_SOHO4_05 EDM (EX),8/26/2025,Haymaker East,Southern Hospitality Season 4,8/29/2025,HBIN_2560,
PL3667,250827_INTAKE LOT_SOHO4_06 TENSION (EX),8/29/2025,Haymaker East,Southern Hospitality Season 4,8/29/2025,HBIN_2561,
PL2854,ADJOB_201204_NORTHNOTE_CLOUD 9,1/27/2021,Haus Internal,,1/25/2021,,
PL2855,ADJOB_201228_NORTHNOTE_JagPace,1/28/2021,North Note,,1/29/2021,LIST,
PL2853,ADJOB_210110_SIXPLUSONE_SPECTRUM GAMERS,1/27/2021,Six + One,,1/27/2021,,
PL2878,ADJOB_210207_BRONX ZOO_BEEGEES,2/18/2021,Six + One,,2/10/2021,,
PL3136,AJ | 210821_LOONEY_Bahlsen_ROUND1,1/13/2022,Looney Advertising,,8/21/2021,,
PL3137,AJ | 210821_LOONEY_Bahlsen_ROUND2,1/13/2022,Looney Advertising,,8/21/2021,,
PL3135,AJ | 210921_LOONEY_Chubb,1/13/2022,Looney Advertising,,9/21/2021,,
PL3142,AJ | 211105 GOLDENEN_Round1 Modern Funk,1/13/2022,Zum Goldenen Hirschen,,11/5/2021,,
PL3140,AJ | 211105_ZumGoldenen_TBC,1/13/2022,CL066,,11/23/2021,,
PL3640,AJ | 241025 PUBLICIS Eliquis LP Part 2 Round 1,7/16/2025,PUBLICIS Health.Pfizer,,6/12/2025,DISCO,
PL3638,AJ | 241025_PUBLICIS Eliquis LP,7/16/2025,PUBLICIS Health.Pfizer,,7/15/2025,DISCO,
PL3639,AJ | 241025_PUBLICIS Eliquis_Round4,7/16/2025,PUBLICIS Health.Pfizer,,1/29/2025,DISCO,
PL3642,AJ | PFIZER Paxlovid Board-O-Matic LP PaintNSip,7/16/2025,PUBLICIS New York,,3/26/2025,WETXFR,
PL3641,AJ | PFIZER Paxlovid Board-O-Matic LP Superfan,7/16/2025,PUBLICIS New York,,3/26/2025,WETXFR,
PL1513,AJ 180830_LEIJAS SPECTRUM_FASHIONISTA,9/5/2018,Leijas ,,,,
PL1514,AJ 180830_LEIJAS SPECTRUM_FORTNITE SOLDIER,9/5/2018,Leijas ,,,,
PL1515,AJ 180830_LEIJAS SPECTRUM_HORROR,9/5/2018,Leijas ,,,,
PL1516,AJ 180830_LEIJAS SPECTRUM_QVC U LATER,9/5/2018,Leijas ,,,,
PL1511,AJ_180830_Leijas Spectrum_Ballerina,9/5/2018,Leijas ,,,,
PL1512,AJ_180830_Leijas Spectrum_Bipartisan,9/5/2018,Leijas ,,,,
PL2521,AJ_200514_N-NOTE | VIBRANT ALCOHOL,5/15/2020,North Note,,5/15/2020,,
PL3207,AJ_201116_Six+One_BronxZooChristmas_ROUND2,4/13/2022,Six + One,,11/16/2020,,
PL3208,AJ_201117_SIX+ONE_BronxZooChristmas_ROUND3,4/13/2022,Six + One,,11/17/2020,,
PL3209,AJ_201117_SIX+ONE_BronxZooChristmas_ROUND4,4/13/2022,Six + One,,11/17/2020,,
PL3071,AJ_210812_SHOLZ_Sparkasse,8/13/2021,Sholz + Friends,,08/12/2021,,
PL3125,AJ_211018_IBM,11/8/2021,Karl Westman,,10/18/2021,,
PL3128,AJ_211202_PLATINUMRYE_Men's Grooming_NEW MAMBO,12/2/2021,Platinum Rye,,12/02/2021,,
PL3185,AJ_211222_80s BOUNCE,1/25/2022,Platinum Rye,,12/22/2021,,
PL3228,AJ_220302_DINOZOO,6/30/2022,Six + One,,3/15/2022,,
PL3227,AJ_220619_ALLIANZ_BBDO,6/30/2022,BBDO Dusseldorf,,6/19/2022,,
PL3595,AJ_240229_SixPlusOne_SpectrumMovers_Animation_1,3/19/2025,Six + One,,,,
PL3596,AJ_240229_SixPlusOne_SpectrumMovers_Animation_2,4/1/2025,Six + One,,5/2/2024,,
PL3601,AJ_240229_SixPlusOne_SpectrumMovers_Animation_3,4/1/2025,Six + One,,5/7/2024,,
PL3597,AJ_240229_SixPlusOne_SpectrumMovers_FirstDinner_1,4/1/2025,Six + One,,5/3/2024,,
PL3598,AJ_240229_SixPlusOne_SpectrumMovers_FirstDinner_2,4/1/2025,Six + One,,5/6/2024,,
PL3602,AJ_240229_SixPlusOne_SpectrumMovers_FirstMission,4/1/2025,Six + One,,5/13/2024,,
PL3603,AJ_240229_SixPlusOne_SpectrumMovers_FirstNap,4/1/2025,Six + One,,5/13/2024,,
PL3599,AJ_240229_SixPlusOne_SpectrumMovers_FirstStream_1,4/1/2025,Six + One,,5/3/2024,,
PL3600,AJ_240229_SixPlusOne_SpectrumMovers_FirstStream_2,4/1/2025,Six + One,,5/6/2024,,
PL3604,AJ_240229_VLMY&R_Wahl_1,4/1/2025,VLMY&R,,2/29/2024,,
PL3607,AJ_240312_DigitasHealth_Pfizer_David_1,4/1/2025,Digitas Health,,3/12/2024,,
PL3608,AJ_240401_DigitasHealth_Pfizer_Seasonless_1,4/1/2025,Digitas Health,,4/1/2024,,
PL3609,AJ_240401_DigitasHealth_Pfizer_Seasonless_2,4/1/2025,Digitas Health,,4/1/2024,,
PL3605,AJ_240411_VLMY&R_Wahl_2,4/1/2025,VLMY&R,,4/11/2024,,
PL3610,AJ_240426_VLMY&R_Phillips66,4/1/2025,VLMY&R,,4/26/2024,,
PL3606,AJ_240503_VLMY&R_Wahl_3,4/1/2025,VLMY&R,,5/3/2024,,
PL3611,AJ_240507_PublicisHealth_Breathless_1,4/1/2025,Publicis Health,,5/7/2024,,
PL3612,AJ_240508_PublicisHealth_Breathless_2,4/1/2025,Publicis Health,,5/8/2024,,
PL3613,AJ_240605_PublicisHealth_PrevnarRadio,4/1/2025,Publicis Health,,6/17/2024,,
PL3614,AJ_240611_McCann_DrivingSpot,4/1/2025,McCann,,5/24/2023,,
PL3615,AJ_240703_PublicisHealth_Paxlovid Boardomatics,4/1/2025,Publicis Health,,7/3/2024,,
PL3616,AJ_240712_Six+One_SPECTRUM_Brooklyn,4/1/2025,Six + One,,7/12/2024,,
PL3617,AJ_240712_Six+One_SPECTRUM_Manhattan,4/1/2025,Six + One,,7/12/2024,,
PL3618,AJ_240712_Six+One_SPECTRUM_Queens,4/1/2025,Six + One,,7/12/2024,,
PL3619,AJ_240712_Six+One_SPECTRUM_Staten Island,4/1/2025,Six + One,,7/12/2024,,
PL3620,AJ_24808_CREATIVE LICENSE_Marching Band,4/1/2025,Creative License,,8/8/2024,,
PL1624,AP1001,12/14/2018,CINEFLIX NY,American Pickers,,,This is a combination of SPEC OP_181204 & SPEC OP_181212
PL1631,AP1002,1/24/2019,CINEFLIX NY,American Pickers,12/14/2018,HBIN_1869,
PL1632,AP1003_MANLY,1/24/2019,CINEFLIX NY,American Pickers,12/17/2018,HBIN_1870,
PL1633,AP1004,1/24/2019,CINEFLIX NY,American Pickers,1/11/2019,HBIN_1901,
PL1634,AP1005,1/24/2019,CINEFLIX NY,American Pickers,1/14/2019,HBIN_1902,
PL1636,AP1006,1/24/2019,CINEFLIX NY,American Pickers,1/17/2019,HBIN_1903,
PL1637,AP1007,1/24/2019,Cineflix NY,American Pickers,1/21/2019,HBIN_1904,
PL1638,AP1008,1/24/2019,Cineflix NY,American Pickers,1/23/2019,HBIN_1905,
PL1640,AP1009,1/24/2019,CINEFLIX NY,American Pickers,1/24/2019,HBIN_1906,
PL1649,AP1014_Manly 1 + 2,2/13/2019,CINEFLIX NY,American Pickers,2/13/2019,HBIN_1914,
PL1655,AP1015,3/6/2019,CINEFLIX NY,American Pickers,3/1/2019,HBIN_1917,
PL1657,AP1017,3/6/2019,CINEFLIX NY,American Pickers,3/4/2019,HBIN_1918,
PL1658,AP1018,3/6/2019,CINEFLIX NY,American Pickers,3/6/2019,HBIN_1919,
PL1659,AP1019,3/6/2019,CINEFLIX NY,American Pickers,3/6/2019,HBIN_1920,
PL1675,AP1020,3/27/2019,CINEFLIX NY,American Pickers,3/27/2019,HBIN_1926,
PL1696,AP1021,4/12/2019,CINEFLIX NY,American Pickers,4/8/2019,HBIN1927,
PL1697,AP1022,4/12/2019,CINEFLIX NY,American Pickers,4/9/2019,HBIN_1928,
PL1698,AP1024,4/12/2019,CINEFLIX NY,American Pickers,4/12/2019,HBIN_1930,Duplicate of INTAKE LOT_190304
PL1703,AP1025,4/18/2019,CINEFLIX NY,American Pickers,4/17/2019,HBIN_1931,
PL1704,AP1026,4/18/2019,CINEFLIX NY,American Pickers,4/18/2019,HBIN_1932,
PL1718,AP1027,4/29/2019,CINEFLIX NY,American Pickers,4/29/2019,HBIN1934,
PL1732,AP1029,5/22/2019,CINEFLIX NY,American Pickers,5/22/2019,,
PL2170,AP1030,6/20/2019,CINEFLIX NY,American Pickers,6/5/2019,HBIN1939,
PL1861,AP1031,6/11/2019,CINEFLIX NY,American Pickers,6/11/2019,HBIN1940,Tense Drones
PL2151,AP1032,6/18/2019,CINEFLIX NY,American Pickers,6/18/2019,HBIN_1941,Duplicate of lot SPEC OP_190617_BUNDY_1
PL2206,AP1034,7/9/2019,Cineflix NY,American Pickers,6/25/2019,HBIN_1944,
PL2207,AP1035,7/9/2019,CINEFLIX NY,American Pickers,6/26/2019,HBIN_1945,
PL2317,AP1036,7/29/2019,CINEFLIX NY,American Pickers,7/29/2019,HBIN_1954,
PL2344,AP1037_SALOON PIANO,9/17/2019,CINEFLIX NY,American Pickers,9/17/2019,,HBIN_1962
PL2361,AP1038,10/31/2019,CINEFLIX NY,American Pickers,8/30/2019,HBIN1957,
PL2362,AP1039,10/31/2019,CINEFLIX NY,American Pickers,9/3/2019,HBIN1958,
PL2363,AP1040,10/31/2019,CINEFLIX NY,American Pickers,9/4/2019,HBIN1959,
PL2364,AP1041,10/31/2019,CINEFLIX NY,American Pickers,9/25/2019,HBIN1962,
PL2366,AP1042,10/31/2019,CINEFLIX NY,American Pickers,10/10/2019,HBIN1965,
PL2368,AP1043,10/31/2019,CINEFLIX NY,American Pickers,8/25/2019,HBIN1966,
PL2367,AP1044,10/31/2019,CINEFLIX NY,American Pickers,8/25/2019,HBIN1967,
PL2369,AP1045,10/31/2019,CINEFLIX NY,American Pickers,10/31/2019,HBIN1968,
PL2377,AP1046,11/8/2019,CINEFLIX NY,American Pickers,11/8/2019,,This is a duplicate of Jupiter Football Bin1
PL2444,AP1059,1/28/2020,CL009,American Pickers,1/28/2020,HBIN_2009,
PL2835,AP1069,12/9/2020,CL009,American Pickers,12/9/2020,HBIN_2060,
PL2836,AP1070,12/9/2020,CL009,American Pickers,12/9/2020,HBIN_2062,
PL311,AP8_68,2/21/2017,CINEFLIX NY,American Pickers,3/2/2017,HBIN_1723,
PL312,AP8_70,2/21/2017,CINEFLIX NY,American Pickers,3/15/2017,HBIN_1727,
PL325,AP8_71,3/8/2017,CINEFLIX NY,American Pickers,8_/71/20AP,HBIN_1730,
PL338,AP8_73,3/20/2017,CINEFLIX NY,American Pickers,4/6/2017,HBIN_1733,
PL343,AP8_74,3/27/2017,CINEFLIX NY,American Pickers,4/6/2017,HBIN_1734,
PL368,AP8_KITTY_01,4/13/2017,CINEFLIX NY,American Pickers,3/2/2017,HBIN_1722,
PL1599,AP9 69,11/5/2018,CINEFLIX NY,American Pickers,11/2/2018,HBIN_1858,
PL1600,AP9 Asia Garden,11/6/2018,Cineflix NY,American Pickers,11/5/2018,HBIN1859,
PL1463,AP9 Special GOSPEL PLUS,7/11/2018,CINEFLIX NY,American Pickers,7/11/2018,HBIN_1831,
PL1477,AP9 Special Op MOMENTUM,7/23/2018,CINEFLIX NY,American Pickers,7/13/2018,HBIN_1838,
PL1478,AP9 Special Op NERDS,7/23/2018,CINEFLIX NY,American Pickers,6/14/2018,HBIN_1840,
PL1096,AP9_14 Alternative Rock,2/5/2018,CINEFLIX NY,American Pickers,,,
PL1097,AP9_15 CLASSIC ROCK,2/5/2018,CINEFLIX NY,American Pickers,,,
PL1098,AP9_16 Film Scores,2/5/2018,CINEFLIX NY,American Pickers,,,
PL1099,AP9_17 JAZZ,2/5/2018,CINEFLIX NY,American Pickers,,,
PL1109,AP9_23,2/8/2018,CINEFLIX NY,American Pickers,2/8/2018,HBIN_1810,
PL1298,AP9_35,5/3/2018,CINEFLIX NY,American Pickers,5/1/2018,HBIN_1822,
PL1299,AP9_36,5/3/2018,CINEFLIX NY,American Pickers,5/2/2018,HBIN_1823,
PL1304,AP9_37,5/7/2018,CINEFLIX NY,American Pickers,5/2/2018,HBIN_1825,
PL1305,AP9_38,5/8/2018,CINEFLIX NY,American Pickers,5/7/2018,HBIN_1826,
PL1306,AP9_39,5/8/2018,CINEFLIX NY,American Pickers,5/8/2018,HBIN_1829,
PL1311,AP9_40,5/11/2018,CINEFLIX NY,American Pickers,5/11/2018,HBIN_1828,
PL1312,AP9_41,5/11/2018,CINEFLIX NY,American Pickers,5/11/2018,HBIN_1829,
PL1400,AP9_43 Special Op HEAT,5/30/2018,CINEFLIX NY,American Pickers,5/30/2018,HBIN_1831,
PL1413,AP9_44,6/6/2018,CINEFLIX NY,American Pickers,6/6/2018,HBIN_1832,
PL1420,AP9_45,6/8/2018,CINEFLIX NY,American Pickers,6/8/2018,HBIN_1833,
PL1421,AP9_46,6/8/2018,CINEFLIX NY,American Pickers,6/11/2018,HBIN_1834,
PL1423,AP9_46,6/11/2018,CINEFLIX NY,American Pickers,6/11/2018,HBIN_1834,
PL1424,AP9_47,6/12/2018,CINEFLIX NY,American Pickers,6/12/2018,HBIN_1835,
PL1425,AP9_48,6/12/2018,CINEFLIX NY,American Pickers,6/13/2018,HBIN_1836,
PL1426,AP9_49,6/12/2018,CINEFLIX NY,American Pickers,6/15/2018,HBIN_1837,
PL1476,AP9_50,7/23/2018,CINEFLIX NY,,6/20/2018,HBIN_1839,
PL1446,AP9_52 Military Action,7/3/2018,CINEFLIX NY,American Pickers,7/3/2018,HBIN_1841,
PL1479,AP9_53,7/23/2018,CINEFLIX NY,American Pickers,7/9/2018,HBIN_1842,
PL1480,AP9_54,7/23/2018,CINEFLIX NY,American Pickers,7/10/2018,HBIN_1843,
PL1481,AP9_55,7/23/2018,CINEFLIX NY,American Pickers,7/18/2018,HBIN_1844,
PL1482,AP9_56,7/23/2018,CINEFLIX NY,American Pickers,7/23/2018,HBIN_1845,
PL1487,AP9_58,8/1/2018,CINEFLIX NY,American Pickers,7/31/2018,HBIN_1847,
PL1488,AP9_59,8/1/2018,CINEFLIX NY,American Pickers,8/1/2018,HBIN_1848,
PL1501,AP9_64,8/23/2018,CINEFLIX NY,American Pickers,8/15/2018,HBIN_1853,
PL1502,AP9_65,8/23/2018,CINEFLIX NY,American Pickers,8/23/2018,HBIN_1854,
PL1504,AP9_66,8/23/2018,CINEFLIX NY,American Pickers,8/23/2018,HBIN_1855,
PL1605,AP968,11/9/2018,Cineflix NY,American Pickers,10/9/2018,HBIN_1857,
PL1601,AP971,11/7/2018,CINEFLIX NY,American Pickers,11/7/2018,HBIN_1861,
PL1602,AP972,11/8/2018,CINEFLIX NY,American Pickers,11/8/2018,HBIN_1862,
PL1604,AP973,11/9/2018,CINEFLIX NY,American Pickers,11/9/2018,HBIN_1863,
PL1606,AP974,11/13/2018,CINEFLIX NY,American Pickers,11/13/2018,HBIN_1864,
PL1614,AP975,12/5/2018,CINEFLIX NY,American Pickers,11/21/2018,HBIN_1865,This lot was originally written for THE DEED Season 2
PL1615,AP976,12/5/2018,CINEFLIX NY,American Pickers,11/21/2018,HBIN_1866,
PL1609,AP977,11/21/2018,CINEFLIX NY,American Pickers,11/21/2018,HBIN_1867,
PL1647,AQUARIUM NEW SONGS,2/7/2019,LEFT RIGHT,,,,
PL1713,ARTIST FEAT_190424_ASHA,4/24/2019,Haus Internal,,,,Created for an Instagram Playlist
PL1714,ARTIST FEAT_190426_NOLAN ELECTRONIC,4/26/2019,Haus Internal,,,,
PL3380,BLANKET_Indie Film_ Advanced Chemistry,9/27/2023,"Sexy, Sexy Science",INDIE FILM_Advanced Chemistry,9/27/2023,DIRECT DOWNLOAD,
PL332,CFLIX_TFRG_16,3/16/2017,CINEFLIX NY,The Filthy Rich Guide,,HBIN_1731,
PL1720,CINEFLIX DEV_JusticeDeniedSizzler,5/1/2019,CINEFLIX NY,,5/1/2019,HBIN_1936,
PL859,CINEFLIX HAUS 1,7/6/2017,CINEFLIX NY,,,,
PL2318,CINEFLIX HAUS 10,7/29/2019,CINEFLIX NY,,,,
PL860,CINEFLIX HAUS 2,7/6/2017,CINEFLIX NY,,,,
PL861,CINEFLIX HAUS 3,7/6/2017,CINEFLIX NY,,,,
PL863,CINEFLIX HAUS 4,7/6/2017,CINEFLIX NY,,,,
PL862,CINEFLIX HAUS 5,7/6/2017,CINEFLIX NY,,,,
PL1015,CINEFLIX HAUS 6,10/3/2017,Haus Internal,,,,
PL1045,CINEFLIX HAUS 6,11/16/2017,Haus Internal,,,,
PL1588,CINEFLIX HAUS 8,10/9/2018,Cineflix NY,,,,
PL1705,CINEFLIX HAUS 9,4/18/2019,CINEFLIX NY,American Pickers,,,Bin location at Cineflix
PL1108,CINEFLIX_HAUS 7,2/6/2018,CINEFLIX NY,,,,
PL870,CINEFLIX_Lost Boys 1,7/13/2017,CINEFLIX NY,,,,
PL871,CINEFLIX_Lost Boys 2,7/13/2017,CINEFLIX NY,,,,
PL2678,CMLUPDATE  SIB,8/25/2020,LEFT RIGHT TV,,,,
PL2643,CMLUPDATE Film Score_Action,8/6/2020,LEFT RIGHT TV,,,,
PL2652,CMLUPDATE Film Score_Adventure,8/11/2020,LEFT RIGHT TV,,,,
PL2661,CMLUPDATE Heartland Rock,8/18/2020,LEFT RIGHT TV,,,,
PL2675,CMLUPDATE New Age,8/25/2020,LEFT RIGHT TV,,,,
PL2666,CMLUPDATE Old Timey,8/24/2020,LEFT RIGHT TV,,,,
PL2669,CMLUPDATE_ FS_FinalReel,8/24/2020,LEFT RIGHT TV,,,,
PL2630,CMLUpdate_50's Rock & Pop,7/30/2020,LEFT RIGHT TV,,,,
PL2638,CMLUPDATE_60's British Invasion,8/4/2020,LEFT RIGHT TV,,,,
PL2639,CMLUPDATE_60's Rock & Pop,8/4/2020,LEFT RIGHT TV,,,,
PL2640,CMLUPDATE_60's Surf,8/4/2020,LEFT RIGHT TV,,,,
PL2699,CMLUPDATE_80's_Hair Metal,9/3/2020,LEFT RIGHT TV,,,,
PL2700,CMLUPDATE_80's_New Wave,9/3/2020,LEFT RIGHT TV,,,,
PL2698,CMLUPDATE_80's_PopRock,9/3/2020,LEFT RIGHT TV,,,,
PL2701,CMLUPDATE_80's_Post Punk,9/3/2020,LEFT RIGHT TV,,,,
PL2725,CMLUPDATE_ALTERNATIVE_Assorted,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2716,CMLUPDATE_ALTERNATIVE_Funk Rock,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2717,CMLUPDATE_ALTERNATIVE_Garage Rock,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2718,CMLUPDATE_ALTERNATIVE_Grunge,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2720,CMLUPDATE_ALTERNATIVE_Indie,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2721,CMLUPDATE_ALTERNATIVE_Industrial,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2719,CMLUPDATE_ALTERNATIVE_Pop Punk,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2715,CMLUPDATE_ALTERNATIVE_Post Grunge,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2722,CMLUPDATE_ALTERNATIVE_Post Punk Revival,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2724,CMLUPDATE_ALTERNATIVE_Southern Rock,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2723,CMLUPDATE_ALTERNATIVE_Stoner Rock,9/21/2020,LEFT RIGHT TV,,9/21/2020,,
PL2642,CMLUPDATE_Ambient,8/5/2020,LEFT RIGHT TV,,,,
PL2641,CMLUPDATE_Blues,8/4/2020,LEFT RIGHT TV,,,,
PL2632,CMLUpdate_Christmas,7/30/2020,LEFT RIGHT TV,,,,
PL2708,CMLUPDATE_Classic Rock_ Acoustic,9/14/2020,LEFT RIGHT TV,,,,
PL2714,CMLUPDATE_CLASSIC ROCK_Assorted,9/14/2020,LEFT RIGHT TV,,,,
PL2709,CMLUPDATE_Classic Rock_Blues Rock,9/14/2020,LEFT RIGHT TV,,,,
PL2712,CMLUPDATE_CLASSIC ROCK_Hard Rock,9/14/2020,LEFT RIGHT TV,,,,
PL2713,CMLUPDATE_CLASSIC ROCK_Southern Rock,9/14/2020,LEFT RIGHT TV,,,,
PL2635,CMLUpdate_Classical,8/4/2020,LEFT RIGHT TV,,,,
PL2696,CMLUPDATE_Country,9/3/2020,LEFT RIGHT TV,,,,
PL2631,CMLUpdate_Dance Music Assorted,7/30/2020,Jupiter Entertainment,,,,
PL2646,CMLUPDATE_Dramatic Risers,8/10/2020,LEFT RIGHT TV,,,,
PL2679,CMLUPDATE_Drum Beats,8/25/2020,LEFT RIGHT TV,,,,
PL2636,CMLUpdate_Experimental Electronic,8/4/2020,LEFT RIGHT TV,,,,
PL2648,CMLUPDATE_Film Score_Battle,8/10/2020,LEFT RIGHT TV,,,,
PL2647,CMLUPDATE_Film Score_Dramatic Builds,8/10/2020,LEFT RIGHT TV,,,,
PL2645,CMLUPDATE_Film Score_Epic,8/10/2020,LEFT RIGHT TV,,,,
PL2649,CMLUPDATE_Film Score_Regal,8/10/2020,LEFT RIGHT TV,,,,
PL2684,CMLUPDATE_Folk,8/27/2020,LEFT RIGHT TV,,,,
PL2686,CMLUPDATE_FS Creepy Scary,8/31/2020,LEFT RIGHT TV,,,,
PL2651,CMLUPDATE_FS Defeated,8/10/2020,LEFT RIGHT TV,,,,
PL2694,CMLUPDATE_FS_CLT,9/2/2020,LEFT RIGHT TV,,,,
PL2690,CMLUPDATE_FS_Dramatic Tension,9/1/2020,LEFT RIGHT TV,,,,
PL2656,CMLUPDATE_FS_Fantasy Magical,8/12/2020,LEFT RIGHT TV,,,,
PL2692,CMLUPDATE_FS_Intrigue,9/1/2020,LEFT RIGHT TV,,,,
PL2691,CMLUPDATE_FS_Melancholic,9/1/2020,LEFT RIGHT TV,,,,
PL2689,CMLUPDATE_FS_Mysterious,9/1/2020,LEFT RIGHT TV,,,,
PL2670,CMLUPDATE_FS_Romantic,8/24/2020,LEFT RIGHT TV,,,,
PL2671,CMLUPDATE_FS_Sports,8/24/2020,LEFT RIGHT TV,,,,
PL2688,CMLUPDATE_FS_Tense Drones,9/1/2020,LEFT RIGHT TV,,,,
PL2697,CMLUPDATE_FS_Tension,9/3/2020,LEFT RIGHT TV,,,,
PL2680,CMLUPDATE_FS_Uplifting,8/25/2020,LEFT RIGHT TV,,,,
PL2672,CMLUPDATE_FS_Western,8/24/2020,LEFT RIGHT TV,,,,
PL2674,CMLUPDATE_FS_Whimsical,8/25/2020,LEFT RIGHT TV,,,,
PL2655,CMLUPDATE_Great American Songbook,8/12/2020,LEFT RIGHT TV,,,,
PL2650,CMLUPDATE_Heavy Metal,8/10/2020,LEFT RIGHT TV,,,,
PL2693,CMLUPDATE_Hip Hop,9/2/2020,LEFT RIGHT TV,,,,
PL2660,CMLUPDATE_House,8/17/2020,LEFT RIGHT TV,,,,
PL2682,CMLUPDATE_Jazz,8/26/2020,LEFT RIGHT TV,,,,
PL2683,CMLUPDATE_Light Tension,8/26/2020,LEFT RIGHT TV,,,,
PL2654,CMLUPDATE_Military & Marching Band,8/12/2020,LEFT RIGHT TV,,,,
PL2702,CMLUPDATE_POP_Dance,9/9/2020,LEFT RIGHT TV,,,,
PL2703,CMLUPDATE_POP_Electropop,9/9/2020,LEFT RIGHT TV,,,,
PL2704,CMLUPDATE_POP_Funk,9/9/2020,LEFT RIGHT TV,,,,
PL2705,CMLUPDATE_POP_R & B,9/9/2020,LEFT RIGHT TV,,,,
PL2706,CMLUPDATE_POP_Rock,9/9/2020,LEFT RIGHT TV,,,,
PL2707,CMLUPDATE_POP_Synthpop,9/9/2020,LEFT RIGHT TV,,,,
PL2667,CMLUPDATE_Religious,8/24/2020,LEFT RIGHT TV,,,,
PL2676,CMLUPDATE_Tense Beats,8/25/2020,LEFT RIGHT TV,,,,
PL2681,CMLUPDATE_Tense Pulses,8/26/2020,LEFT RIGHT TV,,,,
PL2668,CMLUPDATE_Traditional,8/24/2020,LEFT RIGHT TV,,,,
PL2673,CMLUPDATE_TV Game Show,8/25/2020,LEFT RIGHT TV,,,,
PL2687,CMLUPDATE_World Ethnic,8/31/2020,LEFT RIGHT TV,,,,
PL3353,DRIVE_iCrime FILM SCORE_Tense Drone,4/18/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
PL3354,DRIVE_iCrime FILM SCORE_Tense Pulse,4/18/2023,Scott Sternberg Productions,iCrime,4/17/2023,FEDEX,
