PK,LOT,DATE CREATED,CLIENT,PROJECT,Date Sent,AVID,NOTES
PL267,HMBIN_1745_Random Rock And Roll 2,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL268,HMBIN_1746_Random Rock And Roll 3,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL268,HMBIN_1746_Random Rock And Roll 3,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL268,HMBIN_1746_Random Rock And Roll 3,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL269,HMBIN_1747_Classic Rock and Roll 2,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL269,HMBIN_1747_Classic Rock and Roll 2,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL269,HMBIN_1747_Classic Rock and Roll 2,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL270,HMBIN_1748_More Americana,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL270,HMBIN_1748_More Americana,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL270,HMBIN_1748_More Americana,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL271,HMBIN_1749_More Country Rock,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL271,HMBIN_1749_More Country Rock,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL271,HMBIN_1749_More Country Rock,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL272,HMBIN_1750_Rock Alt and Classic,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL272,HMBIN_1750_Rock Alt and Classic,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL272,HMBIN_1750_Rock Alt and Classic,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL274,HMBIN_1751_Rockabilly PLUS,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL274,HMBIN_1751_Rockabilly PLUS,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL274,HMBIN_1751_Rockabilly PLUS,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL275,HMBIN_1752_Random Rock And Roll 4,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL275,HMBIN_1752_Random Rock And Roll 4,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL275,HMBIN_1752_Random Rock And Roll 4,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL276,HMBIN_1753_Random Rock And Roll 5,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL276,HMBIN_1753_Random Rock And Roll 5,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL276,HMBIN_1753_Random Rock And Roll 5,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL277,HMBIN_1754_Basic Rock,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL277,HMBIN_1754_Basic Rock,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL277,HMBIN_1754_Basic Rock,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL278,HMBIN_1755_Basic Rock,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL278,HMBIN_1755_Basic Rock,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL278,HMBIN_1755_Basic Rock,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL279,HMBIN_1756_Basic Rock,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL279,HMBIN_1756_Basic Rock,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL279,HMBIN_1756_Basic Rock,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL264,HMBIN_1757_Basic Rock,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL264,HMBIN_1757_Basic Rock,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL264,HMBIN_1757_Basic Rock,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL263,HMBIN_1758_Americana,2/13/2017,LEFT/RIGHT TV,MASSIVE TITLE TRANSFER 2,,,
PL263,HMBIN_1758_Americana,5/11/2017,Weinberger Media,HARD DRIVE SUBMIT,,,
PL263,HMBIN_1758_Americana,5/11/2017,Scott Sternberg Productions,HARD DRIVE SUBMIT,,,
PL2352,In Pursuit_Vol. 1,10/1/2019,Jupiter Entertainment,In Pursuit of John Walsh,10/1/2019,FEDEX DRIVE,SPEC OP_Pursuit 1-7
PL2942,INSTA_ All That Jazz,5/25/2021,CL010,,,,
PL2983,INSTA_ Art Of The Heist,5/25/2021,CL010,,9/2/2020,,
PL3147,INSTA_ Bona Fide Brass,1/17/2022,HAUS PROMOTIONAL CAMPAIGN,,6/22/2021,,
PL2930,INSTA_ Done With Winter,5/21/2021,CL010,,3/22/2019,,
PL3170,INSTA_ Fashion Week,1/18/2022,CL032,,9/17/2019,,
PL2979,INSTA_ From Downtown,5/25/2021,CL010,,8/5/2020,,
PL3151,INSTA_ I Got The Blues,1/17/2022,CL032,,9/15/2021,,
PL2935,INSTA_ Into The Breach,5/25/2021,CL010,,4/11/2019,,
PL2981,INSTA_ Of Spaghetti Westerns,5/25/2021,CL010,,7/29/2020,,
PL3012,INSTA_ One Love Planet Earth,5/25/2021,CL010,,4/27/2021,,
PL2954,INSTA_ Soccer's Back,5/25/2021,CL010,,8/17/2019,,
PL3015,INSTA_ Spring Break Forever,5/25/2021,CL010,,3/24/2021,,
PL2990,INSTA_(Tr)eat. Drink and Be Sexy,5/25/2021,CL010,,10/28/2020,,
PL2975,INSTA_# Around The World,5/25/2021,CL010,,6/25/2020,,
PL2973,INSTA_# Congrats Grads 2020,5/25/2021,CL010,,5/27/2020,,
PL2973,INSTA_# Congrats Grads 2020,5/25/2021,CL010,,5/27/2020,,
PL2976,INSTA_# Not This Year,5/25/2021,CL010,,7/8/2020,,
PL2974,INSTA_# Reflection And Hope,5/25/2021,CL010,,6/19/2020,,
PL2977,INSTA_#64 Degrees and Cloudy,5/25/2021,CL010,,7/15/2020,,
PL2969,INSTA_#Good Vibes Only,5/25/2021,CL010,,4/29/2020,,
PL2971,INSTA_#Mom Is Essential,5/25/2021,CL010,,5/6/2020,,
PL2978,INSTA_#Move The Soul,5/25/2021,CL010,,7/22/2020,,
PL2957,INSTA_Abbey Road-ISH,5/25/2021,CL010,,10/11/2019,,
PL2961,INSTA_Almost Thanksgiving,5/25/2021,CL010,,11/21/2019,,
PL2940,INSTA_Always Remember,5/25/2021,CL010,,5/22/2019,,
PL2994,INSTA_Annual Festivities,5/25/2021,CL010,,12/9/2020,,
PL2944,INSTA_Arena Rock,5/25/2021,CL010,,6/5/2019,,
PL2938,INSTA_Asha In The House,5/25/2021,CL010,,5/2/2019,,
PL2945,"INSTA_Beers, Beats & Bikinis",5/25/2021,CL010,,8/2/2019,,
PL3017,INSTA_Behind The Scenes,5/25/2021,CL010,,4/20/2021,,
PL2960,INSTA_Berlin Wall Punk,5/25/2021,CL010,,11/13/2019,,
PL2962,INSTA_Burlesque Twenties,5/25/2021,CL010,,1/9/2020,,
PL2946,INSTA_Campaign Season,5/25/2021,CL010,,6/28/2019,,
PL2926,INSTA_Confetti & Xylobands,5/21/2021,CL010,,1/31/2019,,
PL2959,INSTA_Creepy Halloween,5/25/2021,CL010,,10/29/2019,,
PL3005,INSTA_Don't Doubt The String Count,5/25/2021,CL010,,5/18/2021,,
PL2970,INSTA_Eat Sleep Game Repeat,5/25/2021,CL010,,5/13/2020,,
PL2956,INSTA_Fashion Week,5/25/2021,CL010,,9/17/2019,,
PL2958,INSTA_Garage Rock,5/25/2021,CL010,,10/25/2019,,
PL2947,INSTA_Garcia Jams,5/25/2021,CL010,,8/14/2019,,
PL2993,INSTA_Groovy Baby,5/25/2021,CL010,,12/2/2020,,
PL2992,INSTA_Happy Holla Days,5/25/2021,CL010,,11/18/2020,,
PL2955,INSTA_Happy Labor Day,5/25/2021,CL010,,8/31/2019,,
PL3006,INSTA_Harder Better Faster Stronger,5/25/2021,CL010,,5/25/2021,,
PL3007,INSTA_Heavy Metal Thunder,5/25/2021,CL010,,3/3/2021,,
PL2996,INSTA_Home Alone For The Holidays,5/25/2021,CL010,,12/23/2020,,
PL2967,INSTA_Home Office Madcap,5/25/2021,CL010,,4/8/2020,,
PL3008,"INSTA_Huck it, Chuck It, Football",5/25/2021,CL010,,2/3/2021,,
PL2991,INSTA_In The Moog,5/25/2021,CL010,,11/11/2020,,
PL2968,INSTA_In This Together,5/25/2021,CL010,,4/22/2020,,
PL3009,INSTA_Industrious,5/25/2021,CL010,,4/13/2021,,
PL3010,INSTA_Into The Heartland,5/25/2021,CL010,,4/7/2021,,
PL2984,INSTA_Jack Of All Trades,5/25/2021,CL010,,9/9/2020,,
PL2997,INSTA_Life Is A Movie,5/25/2021,CL010,,1/13/2020,,
PL2939,INSTA_Lord Stanley,5/25/2021,CL010,,5/15/2019,,
PL3011,INSTA_Love Bug,5/25/2021,CL010,,2/9/2021,,
PL2927,INSTA_Love's A Mixtape,5/21/2021,CL010,,2/13/2019,,
PL2929,INSTA_Maroon2 or U5?,5/21/2021,CL010,,3/14/2019,,
PL2931,INSTA_MLB Opening Day,5/21/2021,CL010,,3/28/2019,,
PL2941,INSTA_National Smile Day,5/25/2021,CL010,,5/29/2019,,
PL2980,INSTA_Need For Speed,5/25/2021,CL010,,8/12/2020,,
PL2948,INSTA_Pharmacology,5/25/2021,CL010,,7/19/2019,,
PL2985,INSTA_Pumpkin Spice,5/25/2021,CL010,,9/22/2020,,
PL2986,INSTA_Punked,5/25/2021,CL010,,10/7/2020,,
PL3000,INSTA_Ready To Launch,5/25/2021,CL010,,1/20/2021,,
PL2987,INSTA_Relaxical,5/25/2021,CL010,,10/1/2020,,
PL2963,INSTA_Resolution Run,5/25/2021,CL010,,1/17/2020,,
PL3013,INSTA_Robo Rave,5/25/2021,CL010,,3/17/2021,,
PL2965,INSTA_Screw Valentines,5/25/2021,CL010,,2/6/2020,,
PL2949,INSTA_Shark Week,5/25/2021,CL010,,7/25/2019,,
PL3014,INSTA_Sole Survivor,5/25/2021,CL010,,5/5/2021,,
PL2950,"INSTA_Sonne, Mond & EDM",5/25/2021,CL010,,8/9/2019,,
PL2999,INSTA_Spring Break,5/25/2021,CL010,,3/24/2021,,
PL3016,INSTA_Spring Has Sprung,5/25/2021,CL010,,3/30/2021,,
PL2932,INSTA_Stompin' & Fetchin',5/21/2021,CL010,,4/18/2019,,
PL2951,INSTA_Stranger Eighties,5/25/2021,CL010,,7/4/2019,,
PL2936,INSTA_Strummin' & Cruisin',5/25/2021,CL010,,4/3/2019,,
PL2964,INSTA_Super Drumline,5/25/2021,CL010,,1/30/2020,,
PL2953,INSTA_Surf's Up,5/25/2021,CL010,,7/12/2019,,
PL2988,INSTA_Sweat The Sweets,5/25/2021,CL010,,11/25/2020,,
PL3002,INSTA_That Ain't Country Music,5/25/2021,CL010,,5/11/2021,,
PL3003,INSTA_The British Are Coming,5/25/2021,CL010,,2/24/2021,,
PL2998,INSTA_The Daily Dose,5/25/2021,CL010,,1/27/2021,,
PL2937,INSTA_The Final Reel,5/25/2021,CL010,,2/21/2019,,
PL2989,INSTA_The Final Stretch,5/25/2021,CL010,,10/21/2020,,
PL2928,INSTA_The Heat Is On,5/21/2021,CL010,,2/6/2019,,
PL2943,INSTA_The Lion Goes To?,5/25/2021,CL010,,6/19/2019,,
PL2966,INSTA_Underwater Bliss,5/25/2021,CL010,,2/27/2020,,
PL2995,INSTA_When the Planets Align,5/25/2021,CL010,,12/16/2020,,
PL3004,INSTA_Who Run The World,5/25/2021,CL010,,3/8/2021,,
PL3001,INSTA_Winter Blues,5/25/2021,CL010,,,,
PL2952,INSTA_Woodstock's 50th,5/25/2021,CL010,,8/16/2019,,
PL3392,INTAKE LOT 230313_PICKERS_1110,10/24/2023,Cineflix NY,American Pickers,11/17/2023,HBIN_2363,
PL1054,INTAKE LOT_171127_01,11/27/2017,Haus Internal,,,,
PL1057,INTAKE LOT_180101_01,12/13/2017,Haus Internal,,,,
PL1058,INTAKE LOT_180101_02,12/14/2017,Haus Internal,,,,
PL1059,INTAKE LOT_180101_03,12/18/2017,Haus Internal,,,,
PL1060,INTAKE LOT_180101_04,12/19/2017,Haus Internal,,,,
PL1061,INTAKE LOT_180101_05,12/21/2017,Haus Internal,,,,
PL1062,INTAKE LOT_180101_06,12/27/2017,Haus Internal,,,,
PL1064,INTAKE LOT_180101_07,12/28/2017,Haus Internal,,,,
PL1065,INTAKE LOT_180101_08,12/31/2017,Haus Internal,,,,
PL1075,INTAKE LOT_180104_01,1/3/2018,Haus Internal,,,,
PL1084,INTAKE LOT_180122,1/5/2018,Haus Internal,,,,
PL1086,INTAKE LOT_180129,1/18/2018,Haus Internal,,,,
PL1088,INTAKE LOT_180205,1/29/2018,Haus Internal,,,,
PL1094,INTAKE LOT_180209,2/5/2018,Haus Internal,,,,
PL1110,INTAKE LOT_180216,2/8/2018,Haus Internal,,,,
PL1112,INTAKE LOT_180216_02,2/15/2018,Haus Internal,,,,
PL1113,INTAKE LOT_180219,2/15/2018,Haus Internal,,,,
PL1120,INTAKE LOT_180221,2/21/2018,Haus Internal,,,,
PL1175,INTAKE LOT_180315,3/8/2018,Haus Internal,,,,
PL1176,INTAKE LOT_180316,3/14/2018,Haus Internal,,,,
PL1187,INTAKE LOT_180322,3/15/2018,Haus Internal,,,,
PL1188,INTAKE LOT_180323,3/21/2018,Haus Internal,,,,
PL1189,INTAKE LOT_180328,3/22/2018,Haus Internal,,,,
PL1191,INTAKE LOT_180419,,Haus Internal,,,,
PL1284,INTAKE LOT_180420,4/20/2018,Haus Internal,,,,
PL1285,INTAKE LOT_180426,4/25/2018,Haus Internal,,,,
PL1287,INTAKE LOT_180427,4/26/2018,Haus Internal,,,,
PL1289,INTAKE LOT_180430,4/30/2018,Haus Internal,,,,
PL1292,INTAKE LOT_180501,5/1/2018,Haus Internal,,,,
PL1303,INTAKE LOT_180507,5/7/2018,Haus Internal,,,,
PL1307,INTAKE LOT_180509,5/9/2018,Haus Internal,,,,
PL1336,INTAKE LOT_180518,5/18/2018,Haus Internal,,,,
PL1345,INTAKE LOT_180521,5/21/2018,Haus Internal,,,,
PL1397,INTAKE LOT_180530_HEAT,5/30/2018,CINEFLIX NY,American Pickers,,,
PL1406,INTAKE LOT_180531,5/31/2018,Haus Internal,,,,
PL1407,INTAKE LOT_180605,6/5/2018,Haus Internal,,,,
PL1408,INTAKE LOT_180606_FUSE,6/6/2018,Haus Internal,,,,
PL1418,INTAKE LOT_180607,6/6/2018,Haus Internal,,,,
PL1419,INTAKE LOT_180608,6/7/2018,Haus Internal,,,,
PL1422,INTAKE LOT_180612,6/11/2018,Haus Internal,,,,
PL1427,INTAKE LOT_180613_MOMENTUM,6/13/2018,Haus Internal,,,,
PL1428,INTAKE LOT_180621_01,6/20/2018,Haus Internal,,,,
PL1429,INTAKE LOT_180621_02,6/21/2018,Haus Internal,,,,
PL1432,INTAKE LOT_180625,6/23/2018,Haus Internal,,,,
PL1438,INTAKE LOT_180702,7/2/2018,Haus Internal,,,,
PL1443,INTAKE LOT_180703_MILITARY,7/3/2018,Haus Internal,,,,
PL1447,INTAKE LOT_180704,7/4/2018,Haus Internal,,,,
PL1456,INTAKE LOT_180706,7/5/2018,Haus Internal,,,,
PL1459,INTAKE LOT_180709,7/6/2018,Haus Internal,,,,
PL1461,INTAKE LOT_180710,7/10/2018,Haus Internal,,,,
PL1464,INTAKE LOT_180712,7/11/2018,Haus Internal,,,,
PL1465,INTAKE LOT_180719,7/13/2018,Haus Internal,,,,
PL1469,INTAKE LOT_180720,7/20/2018,Haus Internal,,,,
PL1474,INTAKE LOT_180723,7/23/2018,Haus Internal,,,,
PL1484,INTAKE LOT_180727,7/26/2018,Haus Internal,,,,
PL1485,INTAKE LOT_180730,7/27/2018,Haus Internal,,,,
PL1486,INTAKE LOT_180730_DEEDCHI,7/30/2018,CINEFLIX NY,DEED Chicago,,,
PL1489,INTAKE LOT_180801,8/1/2018,Haus Internal,,,,
PL1496,INTAKE LOT_180813,8/13/2018,Haus Internal,,,,
PL1497,INTAKE LOT_180815,8/14/2018,Haus Internal,,,,
PL1499,INTAKE LOT_180822,8/21/2018,Haus Internal,,,,
PL1500,INTAKE LOT_180823,8/22/2018,Haus Internal,,,,
PL1506,INTAKE LOT_180829,8/28/2018,Haus Internal,,,,
PL1517,INTAKE LOT_180907,9/6/2018,Haus Internal,,,,
PL1580,INTAKE LOT_181002,10/2/2018,Haus Internal,,,,
PL1581,INTAKE LOT_181003,10/3/2018,Haus Internal,,,,
PL1584,INTAKE LOT_181005,10/4/2018,Haus Internal,,,,
PL1589,INTAKE LOT_181011,10/11/2018,Haus Internal,,,,
PL1595,INTAKE LOT_181031_TheDeed,10/31/2018,Cineflix CANADA,The Deed,,,
PL1596,INTAKE LOT_181101,11/1/2018,Haus Internal,,,,
PL1603,INTAKE LOT_181108,11/8/2018,Haus Internal,,,,
PL1610,INTAKE LOT_181126,11/26/2018,Haus Internal,,,,
PL1611,INTAKE LOT_181127,11/27/2018,Haus Internal,,,,
PL1612,INTAKE LOT_181128,11/28/2018,Haus Internal,,,,
PL1613,INTAKE LOT_181129,11/28/2018,Haus Internal,,,,
PL1618,INTAKE LOT_181207,12/6/2018,Haus Internal,,,,
PL1619,INTAKE LOT_181210,12/10/2018,Haus Internal,,,,
PL1620,INTAKE LOT_181211,12/10/2018,Haus Internal,,,,
PL1621,INTAKE LOT_181212,12/11/2018,Haus Internal,,,,
PL1623,INTAKE LOT_181213,12/13/2018,Haus Internal,,,,
PL1625,INTAKE LOT_181219,12/28/2018,Haus Internal,,,,
PL1626,INTAKE LOT_181228,12/28/2018,Haus Internal,,,,
PL1627,INTAKE LOT_190121,1/21/2019,Haus Internal,,,,
PL1628,INTAKE LOT_190122,1/21/2019,Haus Internal,,,,
PL1641,INTAKE LOT_190130,1/30/2019,Haus Internal,,,,
PL1648,INTAKE LOT_190212,2/12/2019,Haus Internal,,,,
PL1650,INTAKE LOT_190228,2/28/2019,Haus Internal,,,,
PL1652,INTAKE LOT_190304,3/4/2019,Haus Internal,,,,
PL1653,INTAKE LOT_190305,3/4/2019,Haus Internal,,,,
PL1663,INTAKE LOT_190316,3/16/2019,Haus Internal,,,,
PL1667,INTAKE LOT_190320,3/20/2019,Haus Internal,,,,
PL1680,INTAKE LOT_190328,3/28/2019,Haus Internal,,,,
PL1690,INTAKE LOT_190405,4/5/2019,Haus Internal,,,,
PL1691,INTAKE LOT_190406,4/5/2019,Haus Internal,,,,
PL1693,INTAKE LOT_190412,4/12/2019,Haus Internal,,,,
PL1700,INTAKE LOT_190415,4/15/2019,Haus Internal,,,,
PL1721,INTAKE LOT_190502,5/1/2019,Haus Internal,,,,
PL1723,INTAKE LOT_190503,5/2/2019,Haus Internal,,,,
PL1724,INTAKE LOT_190510,5/10/2019,Haus Internal,,,,
PL1726,INTAKE LOT_190517,5/17/2019,Haus Internal,,,,
PL1727,INTAKE LOT_190521,5/21/2019,Haus Internal,,,,
PL1734,INTAKE LOT_190524,5/24/2019,Haus Internal,,,,
PL1737,INTAKE LOT_190529,5/29/2019,Haus Internal,,,,
PL2169,INTAKE LOT_190620,6/20/2019,Haus Internal,,,,
PL2171,INTAKE LOT_190621,6/20/2019,Haus Internal,,,,
PL2209,INTAKE LOT_190708,7/9/2019,Haus Internal,,,,
PL2210,INTAKE LOT_190709,7/10/2019,Haus Internal,,,,
PL2311,INTAKE LOT_190725,7/24/2019,Haus Internal,,,,
PL2312,INTAKE LOT_190726,7/24/2019,Haus Internal,,,,
PL2314,INTAKE LOT_190729,7/26/2019,Haus Internal,,,,
PL2319,INTAKE LOT_190730,7/30/2019,Haus Internal,,,,
PL2321,INTAKE LOT_190801,8/1/2019,Haus Internal,,,,
PL2325,INTAKE LOT_190809,8/9/2019,Haus Internal,,,,
PL2327,INTAKE LOT_190812,8/10/2019,Haus Internal,,,,
PL2332,INTAKE LOT_190821,8/22/2019,Haus Internal,,,,
PL2334,INTAKE LOT_190822,8/22/2019,Haus Internal,,,,
PL2335,INTAKE LOT_190823,8/22/2019,Haus Internal,,,,
PL2338,INTAKE LOT_190906,9/4/2019,Haus Internal,,,,
PL2339,INTAKE LOT_190909,9/6/2019,Haus Internal,,,,
PL2340,INTAKE LOT_190912,9/12/2019,Haus Internal,,,,
PL2341,INTAKE LOT_190913,9/12/2019,Haus Internal,,,,
PL2351,INTAKE LOT_191001,9/30/2019,Haus Internal,,,,
PL2351,INTAKE LOT_191001,9/30/2019,Haus Internal,,,,
PL2353,INTAKE LOT_191003,10/3/2019,Haus Internal,,,,
PL2354,INTAKE LOT_191011,10/10/2019,Haus Internal,,,,
PL2354,INTAKE LOT_191011,10/10/2019,Haus Internal,,,,
PL2357,INTAKE LOT_191024,10/24/2019,Haus Internal,,,,
PL2358,INTAKE LOT_191028,10/27/2019,Haus Internal,,,,
PL2379,INTAKE LOT_191111,11/10/2019,Haus Internal,,,,
PL2380,INTAKE LOT_191112,11/10/2019,Haus Internal,,,,This lot is tagged 
PL2382,INTAKE LOT_191113,11/11/2019,Haus Internal,,,,
PL2389,INTAKE LOT_191119,11/19/2019,Cineflix NY,American Pickers,1/17/2020,HBIN_2006,
PL2390,INTAKE LOT_191120,11/19/2019,Haus Internal,,,,
PL2399,INTAKE LOT_191203,12/2/2019,Cineflix NY,American Pickers,1/17/2020,HBIN_2007,
PL2400,INTAKE LOT_191204,12/2/2019,Haus Internal,,,,
PL2408,INTAKE LOT_191217,12/17/2019,Cineflix NY,American Pickers,1/22/2020,HBIN_2008,Erik add Show words and send to AP
PL2418,INTAKE LOT_191218,12/30/2019,Haus Internal,,,,
PL2420,INTAKE LOT_191231,12/31/2019,Haus Internal,,,,
PL2421,INTAKE LOT_200101,1/1/2020,Cineflix NY,American Pickers,1/28/2020,,
PL2422,INTAKE LOT_200102,1/1/2020,Haus Internal,,,,
PL2425,INTAKE LOT_200108,1/8/2020,Haus Internal,,,,
PL2426,INTAKE LOT_200109,1/9/2020,Haus Internal,,,,
PL2434,INTAKE LOT_200114,1/14/2020,Haus Internal,,,,Kyle
PL2435,INTAKE LOT_200115,1/15/2020,Haus Internal,,,,ERIK
PL2436,INTAKE LOT_200122,1/22/2020,Cineflix NY,American Pickers,1/30/2020,,
PL2440,INTAKE LOT_200127,1/27/2020,Haus Internal,,,,
PL2441,INTAKE LOT_200128,1/27/2020,Cineflix NY,American Pickers,2/6/2020,,
PL2446,INTAKE LOT_200129,1/28/2020,Haus Internal,,,,
PL2449,INTAKE LOT_200131,1/31/2020,Haus Internal,,,,
PL2451,INTAKE LOT_200201,1/31/2020,Cineflix NY,American Pickers,2/7/2020,,AP1062
PL2452,INTAKE LOT_200202,2/2/2020,Haus Internal,,,,
PL2450,INTAKE LOT_200203,1/31/2020,Haus Internal,,,,
PL2453,INTAKE LOT_200204,2/2/2020,Cineflix NY,American Pickers,2/11/2020,,AP1063
PL2454,INTAKE LOT_200205,2/5/2020,Haus Internal,,,,
PL2455,INTAKE LOT_200206,2/5/2020,Cineflix NY,American Pickers,2/17/2020,HBIN_1016,AP1064
PL2458,INTAKE LOT_200210,2/10/2020,Haus Internal,,,,
PL2459,INTAKE LOT_200211,2/10/2020,Cineflix NY,American Pickers,2/20/2020,HBIN_2017,AP1065
PL2461,INTAKE LOT_200212,2/12/2020,Cineflix NY,American Pickers,2/24/2020,HBIN_2018,
PL2460,INTAKE LOT_200213,2/11/2020,Haus Internal,,,,
PL2462,INTAKE LOT_200217,2/13/2020,Cineflix NY,American Pickers,3/2/2020,HBIN_2022,
PL2463,INTAKE LOT_200218,2/18/2020,Haus Internal,,,,
PL2472,INTAKE LOT_200220,2/20/2020,Haus Internal,,,,
PL2469,INTAKE LOT_200221 AP1068,2/20/2020,Cineflix NY,American Pickers,3/13/2020,HBIN_2023, Erik Rate
PL2474,INTAKE LOT_200303,3/2/2020,Haus Internal,,4/22/2020,,
PL2475,INTAKE LOT_200304,3/2/2020,Haus Internal,,,,
PL2478,INTAKE LOT_200305,3/5/2020,Haus Internal,,,,
PL2486,INTAKE LOT_200310,3/10/2020,Haus Internal,,4/27/2020,,
PL2491,INTAKE LOT_200325,3/25/2020,Haus Internal,,4/28/2020,,
PL2492,INTAKE LOT_200326,3/25/2020,Haus Internal,,4/29/2020,,
PL2495,INTAKE LOT_200417,4/16/2020,Haus Internal,,5/21/2020,,
PL2496,INTAKE LOT_200418,4/16/2020,Haus Internal,,6/3/2020,,
PL2515,INTAKE LOT_200511,5/9/2020,Haus Internal,,6/9/2020,,
PL2520,INTAKE LOT_200515,5/14/2020,Haus Internal,,6/16/2020,,
PL2524,INTAKE LOT_200519,5/19/2020,Haus Internal,,6/5/2020,,
PL2525,INTAKE LOT_200521,5/20/2020,Haus Internal,,6/9/2020,,
PL2529,INTAKE LOT_200528,5/28/2020,Haus Internal,,6/9/2020,,
PL2530,INTAKE LOT_200529,5/28/2020,Haus Internal,,6/30/2020,,
PL2531,INTAKE LOT_200608,6/7/2020,Haus Internal,,6/15/2020,,
PL2532,INTAKE LOT_200610,6/9/2020,Haus Internal,,7/1/2020,,
PL2533,INTAKE LOT_200612,6/12/2020,Haus Internal,,7/1/2020,,
PL2537,INTAKE LOT_200624,6/23/2020,Haus Internal,,7/14/2020,,
PL2540,INTAKE LOT_200625,6/24/2020,Haus Internal,,7/16/2020,,
PL2541,INTAKE LOT_200629,6/28/2020,Haus Internal,,7/17/2020,,
PL2542,INTAKE LOT_200701,6/30/2020,Haus Internal,,7/8/2020,,
PL2544,INTAKE LOT_200706,7/2/2020,Haus Internal,,7/20/2020,,
PL2547,INTAKE LOT_200709_CMLS_FINAL,7/8/2020,Haus Internal,,7/20/2020,,
PL2547,INTAKE LOT_200709_CMLS_FINAL,7/8/2020,Haus Internal,,7/20/2020,,
PL2623,INTAKE LOT_200720,7/20/2020,Haus Internal,,9/15/2020,,
PL2624,INTAKE LOT_200722,7/21/2020,Haus Internal,,8/17/2020,,
PL2628,INTAKE LOT_200730,7/29/2020,Haus Internal,,9/30/2020,,
PL2644,INTAKE LOT_200810,8/8/2020,Haus Internal,,9/16/2020,,
PL2664,INTAKE LOT_200821,8/21/2020,Haus Internal,,11/18/2020,,
PL2730,INTAKE LOT_200930,9/29/2020,Haus Internal,,11/19/2020,,
PL2732,INTAKE LOT_201006,10/5/2020,Haus Internal,,12/14/2020,,
PL2747,INTAKE LOT_201024,10/22/2020,Haus Internal,,12/14/2020,,
PL2752,INTAKE LOT_201102,11/2/2020,Haus Internal,,1/18/2021,,
PL2845,INTAKE LOT_210106,1/6/2021,Haus Internal,,2/1/2021,,
PL2847,INTAKE LOT_210111,1/10/2021,Haus Internal,,,,
PL2889,INTAKE LOT_210308,3/6/2021,Haus Internal,,3/31/2021,,
PL2892,INTAKE LOT_210312,3/11/2021,Haus Internal,,5/18/2021,,
PL2896,INTAKE LOT_210318,3/17/2021,Haus Internal,,4/12/2021,,
PL2897,INTAKE LOT_210319,3/18/2021,Haus Internal,,3/31/2021,,
PL2898,INTAKE LOT_210322,3/19/2021,Haus Internal,,5/26/2021,,
PL2904,INTAKE LOT_210412,4/9/2021,Haus Internal,,6/23/2021,,
