"HAUS_XITheStorm_Am_R57a","XI The Storm","","R57a009I"
"HAUS_XITimeIsRunning_Gm_R57a","XI Time Is Running","","R57a010I"
"HAUS_XIGongB_B_R27a","XI Gong B","","R27a086I"
"HAUS_XIGongC_C_R27a","XI Gong C","","R27a087I"
"HAUS_XIRevCymHighPitch_NA_R27a","XI Rev Cym High Pitch","","R27a088I"
"HAUS_XIRevCymLong_NA_R27a","XI Rev Cym Long","","R27a089I"
"HAUS_XIRevCymLongWash_NA_R27a","XI Rev Cym Long Wash","","R27a090I"
"HAUS_XIRevCymMed_NA_R27a","XI Rev Cym Med","","R27a091I"
"HAUS_XIRevCymShort_NA_R27a","XI Rev Cym Short","","R27a092I"
"HAUS_XITaikoBassDoubleHit_NA_R27a","XI Taiko Bass Double Hit","","R27a093I"
"HAUS_XITaikoBassHit_NA_R27a","XI Taiko Bass Hit","","R27a094I"
"HAUS_XITaikoBassHit2_NA_R27a","XI Taiko Bass Hit 2","","R27a095I"
"HAUS_XITaikoBassRimHit1_NA_R27a","XI Taiko Bass Rim Hit 1","","R27a096I"
"HAUS_XITaikoBassRimHit2_NA_R27a","XI Taiko Bass Rim Hit 2","","R27a097I"
"HAUS_XITaikoBassRimShot_NA_R27a","XI Taiko Bass Rim Shot","","R27a098I"
"HAUS_XITimpaniC_C_R27a","XI Timpani C","","R27a099I"
"HAUS_XITimpaniD_D_R27a","XI Timpani D","","R27a100I"
"HAUS_XITimpaniD2_D_R27a","XI Timpani D 2","","R27a101I"
"HAUS_XITimpaniF_F_R27a","XI Timpani F","","R27a102I"
"HAUS_XITimpaniG_G_R27a","XI Timpani G","","R27a103I"
"HAUS_ChaseAroundTheBarn_G_C27a","Chase Around The Barn","Fun and Uplifting Acoustic Americana Track","C27a0012"
"HAUS_MuddyBoots_A_C28a","Muddy Boots","Chill and Relaxed Acoustic Blues Jam","C28a0012"
"HAUS_OnePickWonder_Cm_C36a","One Pick Wonder","High Energy, Rockin' and Fun Sports Jam","C36a0022"
"HAUS_WhiskeyFingers_Am_C44a","Whiskey Fingers","Comedic, Dark and Alcoholic","C44a0012"
"HAUS_DirtAndDust_Am_R73a","Dirt And Dust","Thumping drums and distorted guitar, a combo made in 2000's heaven","R73a3582"
"HAUS_InTheCrunchTime_A_R94a","In The Crunch Time ","Bass taking the lead in this track laying down some catchy licks","R94a0642"
"HAUS_LongWalkHome_Gm_R94a","Long Walk Home","Piano with a quirky and slightly comical lounge feel to it","R94a0652"
"HAUS_WindAtMyBack_G_R94a","Wind At My Back","Twangy, energetic acoustic rock to cruise the country road to","R94a0662"
"HAUS_TenseDecisions_Em_C46a","Tense Decisions","Suspenseful and mysterious dramatic tension track with electronic elements.","C46a0032"
"HAUS_ClubChairs_Dm_S33a","Club Chairs","Mysterious pizzicato strings with a quirky dark vibe.","S33a4032"
"HAUS_EasyNow_Dm_S33a","Easy Now","Dark, suspenseful and mysterious, with a combination of orchestral and electronic elements.","S33a4042"
"HAUS_Toys_Cm_S33a","Toys","Mysterious and suspenseful orchestral tension with an urgent feel and an element of comedy.","S33a4052"
"HAUS_Trip_Dm_S33a","Trip","Urgent and mysterious orchestral tension track with a dark undertone.","S33a4062"
"HAUS_ThreeWheels_Fm_S33a","Three Wheels","A zany and quirky orchestral track with a dark comedy vibe.","S33a4072"
"HAUS_WeAreDoinIt_E_S20a","We Are Doin It","Peaceful, laid back and positive country vibes, like sitting on the front porch with some sweet tea on a Sunday evening whilst watching the sun go down.","S20a0882"
"HAUS_WhoodaThunkIt_F_S20a","Whooda Thunk It","The bass player took the night off and a tuba player from NOLA filled in","S20a0892"
"HAUS_Navajo_Em_R23a","Navajo","Positive  Rock vibes with electric guitars and driving drums.","R23a1692"
"HAUS_OpenRoad2_A_R82a","Open Road 2","Classic blues rock styled track with the lead guitar taking the show","R82a4062"
"HAUS_SecretEyes_Ab_R82a","Secret Eyes","A somber track with excellent contributions from the guitar, both acoustic and electric","R82a4072"
"HAUS_WhereIsBillie_Gm_R08a","Where Is Billie","Classic Disco","R08a0011"
"HAUS_SaddlePick_E_C28a","Saddle Pick","Classic rock and country mixed into this track for a relaxing acoustic jam ","C28a0032"
"HAUS_HereTheyCome_Am_C30a","Here They Come","Orchestral piece with a tense message to it","C30a0022"
"HAUS_SlyBoots_Am_C30a","Sly Boots","Quirky and silly orchestral piece which would fit well in a comedic scenario with a hint of tension","C30a0032"
"HAUS_AnotherFalseStep_Abm_C32b","Another False Step","Electronic pulsing with other ambient, nervous sounding effects in a track that would fit well in an action movie","C32b0012"
"HAUS_BadGutFeeling_Dbm_C32b","Bad Gut Feeling","An epic sounding action piece with some dramatic elements to it","C32b0022"
"HAUS_BeforeBattleBegins_Ebm_C32b","Before Battle Begins","Combination of orchestra and electronic making an action packed  track","C32b0032"
"HAUS_BlindsidedByFate_Gbm_C32b","Blindsided By Fate","Electronic and some orchestra creating a tense and action packed track","C32b0042"
"HAUS_ForgottenMan_Gbm_C32b","Forgotten Man","Strings and piano being accompanied by some electronic elements","C32b0062"
"HAUS_EndOfYourGames_Abm_C32b","End Of Your Games","A mix of strings and electronic elements make up a tense track that would fit well in an action movie","C32b0052"
"HAUS_HopelessCase_Bbm_C32b","Hopeless Case","Electronic pulsing and some strings bringing a dramatic and defeated vibe to the table","C32b0072"
"HAUS_LostInAClosedMind_Dbm_C32b","Lost In A Closed Mind","Electronic and orchestra coming together to create some tense music fit for an action film","C32b0082"
"HAUS_NoKingISee_Bbm_C32b","No King I See","Action packed and nerve wrecking, this track would fit well in a movie scene with some serious overtones ","C32b0092"
"HAUS_PeaceKeepers_Ebm_C32b","Peace Keepers","Electronic pulsing and piano coming together for a dramatic, battle like track","C32b0102"
"HAUS_SickWithFear_Gbm_C32b","Sick With Fear","Electronic puling with piano and strings for some tense tunes fit for an action movie","C32b0112"
"HAUS_SleepOneEyeOpen_Gbm_C32b","Sleep One Eye Open","Electronic backing with piano and strings laying support for a mysterious and tense sounding track","C32b0122"
"HAUS_TestingTimes_Gbm_C32b","Testing Times","Dramatic track with electronic effects and orchestral support","C32b0132"
"HAUS_ThePiecesDontFit_Em_C32b","The Pieces Dont Fit","Tense electronic and some orchestral elements make for a track fit for an action scene","C32b0142"
"HAUS_TheThrillNeverFades_Dbm_C32b","The Thrill Never Fades","Eerie electronic notes mixed with orchestra for a night of action and horror","C32b0152"
"HAUS_ThrowingItAway_Ebm_C32b","Throwing It Away","Percussion and strings with some electronic sounding elements for added dramatic tension","C32b0162"
"HAUS_Driver_Bm_C33a","Driver","Back at it again with the roots, this classic styled track captures all the elements of early rock","C33a0012"
"HAUS_GoodTimeToFeelGood_Am_C33a","Good Time To Feel Good","Funky sounding track with catchy bass and organ supplying the rhythm ","C33a0022"
"HAUS_HardShell_Dm_C33a","Hard Shell","Heavy distortion in dirty, grungy fashion with the bass following the guitars lead ","C33a0032"
"HAUS_InTheSwamp_Am_C33a","In The Swamp","Fuzzy guitar laying down some catchy, funky little riffs in with the bass chugging along","C33a0042"
"HAUS_LoosyGoosy_Am_C33a","Loosy Goosy","Quirky piano along with a supporting cast of other clunky/wobbly sounded instruments","C33a0052"
"HAUS_Thirstier_Dm_C33a","Thirstier","Piano and reverbed guitar laying it down with a little support from organ/piano","C33a0062"
"HAUS_TomHates_Dm_C33a","Tom Hates","Clinkin and clankin is one way to describe this track... oh, the guitar and piano are also here","C33a0072"
"HAUS_OneMansTrash_E_C34a","One Mans Trash","Distorted guitars with the bass following in their lead","C34a0042"
"HAUS_ClosingIn_Am_C35a","Closing In","Pulsing electronics with some help from the piano","C35a0012"
"HAUS_RockAndHardPlace_Dm_C33a","Rock And Hard Place","Distorted fuzzy low end guitar with the bass following in its footsteps ","C33a0082"
"HAUS_DirtDriven_E_C36a","Dirt Driven","Distorted guitar, a little help from the clapping section and a tiny little hint of some hip hop? ","C36a0032"
"HAUS_SeeingSpots_Dm_C33a","Seeing Spots","High toned distorted guitar with some edgy riffs ","C33a0092"
"HAUS_AllTheseDeafEars_Bm_C32b","All These Deaf Ears","Droning electronic noise that just makes you feel tense and nervous","C32b0172"
"HAUS_AnotherOxygenThief_Am_C32b","Another Oxygen Thief","Droning ambient electronic tones causing a tense atmosphere ","C32b0182"
"HAUS_AnotherStabInTheBack_Gbm_C32b","Another Stab In The Back","Droning ambient music fit for a horror film","C32b0192"
"HAUS_BelieveMeNow_Dm_C32b","Believe Me Now","Creepy chiming and percussion with other elements for a nervous time ","C32b0202"
"HAUS_CanYouEverBelieveAgain_Bbm_C32b","Can You Ever Believe Again","Tense droning causing a nervous sensation ","C32b0212"
"HAUS_DontBreathe_Dm_C32b","Dont Breathe","Nervous droning with other ambient effects","C32b0232"
"HAUS_FailedInEveryWay_Fm_C32b","Failed In Every Way","Nervous droning with other ambient effects","C32b0242"
"HAUS_FeelHopeFading_Gm_C32b","Feel Hope Fading","Piano with electronic pulsing backing it up","C32b0252"
"HAUS_FoolsBelieveYou_Fm_C32b","Fools Believe You","Nervous droning with other ambient effects","C32b0262"
"HAUS_PeopleDontForget_Ebm_C32b","People Dont Forget","Nervous droning with other ambient effects","C32b0272"
"HAUS_ToWhatEnd_Gm_C32b","To What End","Nervous droning with other ambient effects","C32b0282"
"HAUS_UnderneathTheSin_Abm_C32b","Underneath The Sin","Nervous droning with other ambient effects","C32b0292"
"HAUS_WhenYouBurn_Dbm_C32b","When You Burn","Nervous droning with other ambient effects","C32b0302"
"HAUS_WhoWillWaitForYou_Am_C32b","Who Will Wait For You","Nervous droning with other ambient effects","C32b0312"
"HAUS_WrongPieceOfDirt_Dbm_C32b","Wrong Piece Of Dirt","Nervous droning with other ambient effects","C32b0322"
"HAUS_YouBetrayedYourself_Em_C32b","You Betrayed Yourself","Nervous droning with other ambient effects","C32b0332"
"HAUS_YouStabbedHer_Ebm_C32b","You Stabbed Her","Nervous droning with other ambient effects","C32b0342"
"HAUS_ZeroClarity_Gm_C32b","Zero Clarity","Nervous droning with other ambient effects","C32b0352"
"HAUS_ChasinThatCountryGirl_D_C35b","Chasin That Country Girl","Upbeat pop country with the fiddle jumping in on the action","C35b0022"
"HAUS_TechEvolution_D_C36a","Tech Evolution","Synthy keys with other ambient effects with that 80's new wave vibe to it","C36a0052"
"HAUS_TheExeRoom_Gm_C36a","The Exe Room","Dramatic orchestral track which would fit well in an action movie","C36a0062"
"HAUS_BluesChanneled_D_C38a","Blues Channeled","Slide acoustic blues laying down its story note by note","C38a0052"
"HAUS_TheCatsEye_D_C38a","The Cats Eye","Somber piano and violin playing a sad tune","C38a0062"
"HAUS_DeltaFever_A_C38a","Delta Fever","Western music on the slower side with violins and slide acoustic ","C38a0072"
"HAUS_JetBlackStream_G_C38a","Jet Black Stream","Low to mid toned guitars laying persistent riffs and soloing over top","C38a0082"
"HAUS_OutOfTheHollow_C_C38a","Out Of The Hollow","Acoustic melodic track which sounds like it could break into metal at any point","C38a0092"
"HAUS_UnilateralDecision_A_C38a","Unilateral Decision","Somber sounding acoustic track with a little help from the piano","C38a0102"
"HAUS_Chimera_Fm_R11a","Chimera","Eerie dark piano with with some electronic elements stirring up a nervous and creepy vibe","R11a3272"
"HAUS_FarHorizons_Dm_FM_R11a","Far Horizons","Piano leading things off with some orchestra, speeds up a little then bursts out","R11a3292"
"HAUS_RoyalCaribbean_C_R11a","Royal Caribbean","If Mario went to a nightclub to swing dance, this is the track that would be playing","R11a3302"
"HAUS_InTheSpotlight_G_R11a","In The Spotlight","Triumphant orchestral piece which makes you feel like a champion","R11a3312"
"HAUS_BigEntrance_D_R11a","Big Entrance","Triumphant orchestral piece which makes you feel like a champion","R11a3322"
"HAUS_GrandEvent_G_R11a","Grand Event","Triumphant orchestral piece which makes you feel like a champion","R11a3332"
"HAUS_FeelTheTension_Cm_C40a","Feel The Tension","Tense yet kinda whimsical orchestra with a unique charm to it","C40a0032"
"HAUS_TenseMode_Fm_C40a","Tense Mode","Slow and somber strings playing a downer kinda track","C40a0042"
"HAUS_DarkAlleyLurker_Dm_C41a","Dark Alley Lurker","Nervous orchestral piece which creates a very tense experience ","C41a0012"
"HAUS_Turbulence_D_C41a","Turbulence","Lofi tones playing a big part in this catchy and aggressive rock track","C41a0022"
"HAUS_HopeLives_C_C42a","Hope Lives","Gengle sounding piano with some orchestral hits backing it up in","C42a0012"
"HAUS_Momentum_C_C42a","Momentum","Soft piano playing over some ambient background ""ooohhhhh""ing ","C42a0022"
"HAUS_DoTheDeal_Dm_C42a","Do The Deal","Piano with strings with ambient effects playing a nervous inducing track ","C42a0032"
"HAUS_AttitudeFixer_Gm_C44a","Attitude Fixer","Power chords paying homage to the past in this classic styled rock track","C44a0052"
"HAUS_BackToTheSaltMines_D_C44a","Back To The Salt Mines","Acoustic slide guitar laying down some bluesy tracks with a little bit of help from the harmonica ","C44a0022"
"HAUS_BayouLiving_D_C44a","Bayou Living","You don't have to be a native to the bayou to enjoy this track","C44a0032"
"HAUS_RawAndReady_Em_C44a","Raw And Ready","Classic rock styled track with the guitar and drums paying respect ","C44a0042"
"HAUS_AlleyChase_Cm_C46a","Alley Chase","Strings playing over eerie background elements in a nerve inducing track","C46a0072"
"HAUS_LikeClockwork_Cm_C46a","Like Clockwork","Ambient electronic beats with a down low hip hop vibe","C46a0082"
"HAUS_DarkCover_Cm_C46a","Dark Cover","Electronic pulsing with the orchestra adding into the nervous tone ","C46a0092"
"HAUS_Echoes_FSharp_C46a","Echoes","Orchestra and piano playing a somber sounding tune ","C46a0102"
"HAUS_EmptyHallway_Em_C46a","Empty Hallway","Slow paced orchestra with ambient effects with a tense notion to it","C46a0112"
"HAUS_Firebird_Eb_C46a","Firebird","That classic rock vibe shines through with the guitar laying down some distorted mid-centric toned power chords","C46a0122"
"HAUS_LateNightCruise_Bm_C46a","Late Night Cruise","Distorted power chords with a little bit of help from lead guitar","C46a0132"
"HAUS_Regret_FSharpm_C46a","Regret","Piano playing a somber tune with the violin adding to the sadness","C46a0142"
"HAUS_Rockabilly_Em_C46a","Rockabilly","Distorted guitar laying down some licks in this 80's styled rock track","C46a0152"
"HAUS_RockyRoadAhead_Bm_C46a","Rocky Road Ahead","Catchy riffs with some fuzzy sounding guitar with a little help from some electro sounding synth","C46a0162"
"HAUS_SirensCalling_Csharpm_C46a","Sirens Calling","Electronic pulsing creating a nervous atmosphere with some percussion ","C46a0172"
"HAUS_TenseClub_Em_C46a","Tense Club","Some strings with electronic beats mixed into it","C46a0182"
"HAUS_Hardwired_Am_R13a","Hardwired","Poppy, upbeat piano that you can just imagine a group of guys harmonizing their vocals","R13a7502"
"HAUS_BoneHeadGarage_Dm_R19b","Bone Head Garage","Fuzzy power chords with some organ following in its footsteps in this classic inspired rock track","R19b0322"
"HAUS_MasculineSludge_D_R19b","Masculine Sludge","Grungy sludgy riffs with that straight out of the 90's vibe to it","R19b0332"
"HAUS_LocalDiveBar_A_R19d","Local Dive Bar","Bass following the guitars lead in classic rock fashion ","R19d0702"
"HAUS_HammerAndNails_B_R19d","Hammer And Nails","Classic rock with a little blues mixed into it. Twangy guitar with a little help from some piano","R19d0712"
"HAUS_ToyCarChase_Gm_R19d","Toy Car Chase","Classic blues rock track with the bass following in the lead guitars footsteps","R19d0722"
"HAUS_Bullwackers_Bb_R27a","Bullwackers","Lightly comical orchestral piece fit for a light tension scene with someone sneaking around","R27a2602"
"HAUS_LaundryLimitations_Cm_R27a","Laundry Limitations","Lightly comical orchestral piece fit for a light tension scene with someone sneaking around","R27a2612"
"HAUS_ThreeKindsOfPain_Cm_R27a","Three Kinds Of Pain","Ambient orchestral piece on the softer side with an element of curiosity to it","R27a2622"
"HAUS_WhiskeyMoon_Em_R27a","Whiskey Moon","Comedic and drunk sounding piano with other zany support ","R27a2632"
"HAUS_Deranged_D_R46a","Deranged","Upbeat acoustic country playing a catchy and confident tune","R46a5142"
"HAUS_EndlessHighway_G_R46a","Endless Highway","A happy feel good track with acoustic and a little bit of electric lead","R46a5152"
"HAUS_FatLip_D_R46a","Fat Lip","Distorted guitar straight out of the hair age with confidence just oozing out of it","R46a5162"
"HAUS_Gamechanger_A_R46a","Gamechanger","Classic guitar riffs with an almost bluesy kinda vibe to it","R46a5172"
"HAUS_LastDanceOfTheNight_Fm_R46a","Last Dance Of The Night","Violin, piano and electric guitar in kind of a drunk, wobbly sort of track","R46a5182"
"HAUS_MuttonChops_Bbm_R46a","Mutton Chops","Silly kind of track with some comical elements from the orchestra section","R46a5192"
"HAUS_Standoffish_C_R46a","Standoffish","Upbeat acoustic track that could put anyone in a good mood","R46a5202"
"HAUS_BancDesAccuses_Cm_C30a","Banc Des Accuses","Piano and horns with female French singer in an older sounding track","C30a0042"
"HAUS_CabaretVoltige_B_C30a","Cabaret Voltige","Accordion playing a somber and sentimental track with a female French singer ","C30a0052"
"HAUS_Dentelle_Am_C30a","Dentelle","French woman singing over top some somber piano","C30a0062"
"HAUS_RicePiaf_Fsharp_R53a","Rice Piaf","Violin, acoustic guitar and accordion playing behind a female French singer","R53a2372"
"HAUS_AuParadis_Ab_C55a","Au Paradis","Sad and romantic song with some orchestral help while the female French singer pours her heart out","C55a0012"
"HAUS_TorridFling_A_R46a","Torrid Fling","Easy going acoustic track which could put anyone in a positive mood","R46a5212"
"HAUS_Trundle_D_R46a","Trundle","Angry, angsty sounding guitar guaranteed to flip your hat backwards ","R46a5222"
"HAUS_Wandering_E_R46a","Wandering","Some good, catchy upbeat guitar riffs with a nice energetic feel to it","R46a5232"
"HAUS_WastedYouthOfToday_E_R46a","Wasted Youth Of Today","Acoustic track with a little help from banjo and steel guitar","R46a5242"
"HAUS_Wobbly_Abm_R46a","Wobbly","Silly, humorous track which would work well in a scene with plenty of comic mischief ","R46a5252"
"HAUS_ItsABarnBurner_A_R48a","Its A Barn Burner","Acoustic, electric, banjo and some fiddles coming together for a pluckin good time","R48a1412"
"HAUS_GatorSlide_E_R48a","Gator Slide","Catchy distorted guitar with some slide lead to bring it all home","R48a1422"
"HAUS_BlackRoad_E_R68b","Black Road","Distorted guitar laying down some palm muted riffs with some assistance from the organ","R68b0102"
"HAUS_BlueFlames_Em_R68b","Blue Flames","Bluesy sounding rock track with a slower feel to it, some great guitar riffs to be had","R68b0112"
"HAUS_DeepSouth_G_R68b","Deep South","Some dirty sounding blues rock, perfect track for that dive bar where you gotta fight your way out","R68b0122"
"HAUS_Interstate80_Em_R68b","Interstate 80","Acoustic leading it off with electric soon to follow, jump in the pickup and hit the road!","R68b0132"
"HAUS_Mirror_Am_R68b","Mirror","Combination of electric beats with some orchestral assistance, has an eerie kinda feel to it ","R68b0142"
"HAUS_Savanna_D_R68b","Savanna","Electric guitars with a kinda somber feel to them, rock that makes you sit back and reflect","R68b0152"
"HAUS_StrongWind_D_R68b","Strong Wind","Somber sounding track with acoustic finger picking and piano backing","R68b0162"
"HAUS_TexasBlues_E_R68b","Texas Blues","Acoustic starting things off with electric jumping in to help build things up in rockin blues fashion ","R68b0172"
"HAUS_BangingShuffle_Dm_R73a","Banging Shuffle","Thumping drums and distorted guitar for some rockin tunes","R73a3712"
"HAUS_HeavySwing_Gm_R73a","Heavy Swing","Catchy guitar riffs with the bass following behind, some synthy sounds mixed in as well","R73a3722"
"HAUS_HellishMischief_Fm_R73a","Hellish Mischief","An orchestral piece with a lot going on but still being subtle at times","R73a3732"
"HAUS_Knuckleball_Em_R73a","Knuckleball","Distorted guitar riffs with a bluesy kinda feel to it, slide guitar helping out as well ","R73a3742"
"HAUS_LowbrowRock_Em_R73a","Lowbrow Rock","Bluesy rock with some heavily distorted guitar layin down the news ","R73a3752"
"HAUS_RiffAndPotatoes_Em_R73a","Riff And Potatoes","Distorted guitar layin down some licks in classic rock fashion with a little synth help","R73a3762"
"HAUS_TruckStruck_Fsharpm_R73a","Truck Struck","Heavily fuzzy, distorted sounding guitar leading things off with a ""cleaner"" sounding guitar coming in to help out","R73a3772"
"HAUS_Fussbuster_C_R84a","Fussbuster","You don't have to stop the world to melt with someone special","R84a1632"
"HAUS_Ladybug_A_R84a","Ladybug","Upbeat acoustic guitar with some banjo chiming in on lead","R84a1642"
"HAUS_SpringThing_G_R84a","Spring Thing","Upbeat acoustic with banjo joining in on the joyous festivities ","R84a1652"
"HAUS_HigherAndMightier_FSharp_R85a","Higher And Mightier","Chill beats to dance all night to","R85a4192"
"HAUS_Jungaden_Bb_R85a","Jungaden","Electric beats with synthy goodness for some nice nightclub pop action","R85a4202"
"HAUS_SweptIn_Em_R85a","Swept In","Guitar with a tremolo effect sustaining chords while some synth keys chime in","R85a4212"
"HAUS_UntilYouAreDone_E_R85a","Until You Are Done","Harnessing that early to mid 2000's rock sound the bass and guitar independently lend a hand","R85a4222"
"HAUS_CharliesPizzaHouse_G_S20a","Charlies Pizza House","Mandolin and acoustic guitar being accompanied by some help from the tuba","S20a0902"
"HAUS_BeastOfBourbon_A_S60a","Beast Of Bourbon","Angsty, energetic power chords playing some 90's sounding punk rock","S60a1612"
"HAUS_RariRari_Am_S60a","Rari Rari","Hip hop beat that's just oozing confidence in glorious fashion","S60a1622"
"HAUS_SleepInFire_Cm_S60a","Sleep In Fire","Chill, kinda tense electonic beats drawing out some atmosphere and some mystery","S60a1632"
"HAUS_SwampsOfJersey_G_S60a","Swamps Of Jersey","Upbeat cheery acoustic playing a track that would brighten up any ones day","S60a1642"
"HAUS_AZanyAdventure_C_S72a","A Zany Adventure","Whimsical and zany orchestral which is all over the place, it's frantic and fun from start to finish","S72a0022"
"HAUS_Flump_Cm_S72a","Flump","Orchestral piece with a slight sense of mystery which would work for a scene with some sneaking","S72a0032"
"HAUS_GrumpyGuts_Bm_S72a","Grumpy Guts","Slow paced comical orchestral piece with a hint of mischief ","S72a0042"
"HAUS_SillyWilly_C_S72a","Silly Willy","Quirky little jazz track with tuba and semi drunk sounding piano","S72a0052"
"HAUS_SneakySneaky_Cm_S72a","Sneaky Sneaky","A whimsical sounding track with a hint of mystery to it","S72a0062"
"HAUS_CloseToFranklin_Dm_C52a","Close To Franklin","Soulful R and B track with praise to the Lord","C52a0092"
"HAUS_AmazinglyEpicPlace_Cm_C52a","Amazingly Epic Place","An exciting orchestral piece that would fit well in an action scene","C52a0012"
"HAUS_BouncingInTheHouse_Gsharpm_C52a","Bouncing In The House","Synthy, poppy electronic music that makes you wanna hurry up and get to the club with your friends","C52a0022"
"HAUS_FunkTownFunUp_Cm_C52a","Funk Town Fun Up","A funky track with electronic elements, twangy guitar and catchy bass","C52a0032"
"HAUS_QuirkyConstruction_Gm_C52a","Quirky Construction","Orchestral piece with a quirky comical mischievous element to it","C52a0042"
"HAUS_RockMakerGold_Dm_C52a","Rock Maker Gold","Rock track straight from the age of hair just oozing with confidence","C52a0052"
"HAUS_TwoFourFlapjack_D_C52a","Two Four Flapjack","Comedic orchestral piece which harnesses an element of fun and adventure","C52a0062"
"HAUS_BarteringBond_E_C53a","Bartering Bond","Distorted guitars playing some catchy rockin riffs ","C53a0012"
"HAUS_BuyItAnyways_D_C53a","Buy It Anyways","Grunge era styled rock, bust out the flannel and flip that hat backwards","C53a0022"
"HAUS_ChasingDeath_Fm_Am_C53a","Chasing Death","Some tense, nerve wrecking orchestral that would fit well in an action scene with lots of suspense and drama","C53a0032"
"HAUS_ConvertibleCruisin_D_A_C53a","Convertible Cruisin","Catchy upbeat riffs in traditional classic rock fashion ","C53a0042"
"HAUS_DirtyShuffle_E_C53a","Dirty Shuffle","Distorted guitars playing some catchy and heavy grunge like riffs","C53a0052"
"HAUS_DisarmingTheBomb_Ab_C53a","Disarming The Bomb","Suspenseful orchestral piece that sparks a sense of mystery and curiosity ","C53a0062"
"HAUS_DontSpill_C_C53a","Dont Spill","Orchestral piece that starts out simple enough and gains more layers as it progresses","C53a0072"
"HAUS_DrivingInTheRain_D_C53a","Driving In The Rain","Catchy upbeat rock from the classic era, grow the hair out and head bang!","C53a0082"
"HAUS_EmbracingEvil_Cm_C53a","Embracing Evil","Orchestral piece with elements of tension and suspense, would fit well in an action scene with action and mayhem ","C53a0092"
"HAUS_HappyHitchHiker_G_C53a","Happy Hitch Hiker","Catchy power chords straight out of the era of hair ","C53a0102"
"HAUS_InnocentOrGuilty_Am_C53a","Innocent Or Guilty","Dramatic orchestral piece filled with ominous nerve wrecking vibes","C53a0112"
"HAUS_LifeByAThread_D_C53a","Life By A Thread","Orchestral piece with a sense of action and drama mixed in","C53a0122"
"HAUS_RoadRaginRiffz_E_C53a","Road Ragin Riffz","Fast paced punk rock with one of the guitars using light wah ","C53a0132"
"HAUS_StrokeOfMidnight_F_A_C53a","Stroke Of Midnight","Dramatic orchestral piece inciting elements of suspense and tension","C53a0142"
"HAUS_VeiledIntentions_Dm_C54a","Veiled Intentions","Orchestral piece that creeps up and draws ominous intent with its soft vibe ","C54a0012"
"HAUS_Cymbals10SecBright_NA_R11a","Cymbals 10 Sec Bright","Crashing cymbal roll 10 seconds, bright.","R11a3342"
"HAUS_Cymbals10SecDark_NA_R11a","Cymbals 10 Sec Dark","Dark cymbals for 10 seconds.","R11a3352"
"HAUS_Cymbals10SecMedium_NA_R11a","Cymbals 10 Sec Medium","Medium cymbals for 10 seconds.","R11a3362"
"HAUS_Cymbals15SecBright_NA_R11a","Cymbals 15 Sec Bright","Bright cymbals for 15 seconds.","R11a3372"
"HAUS_Cymbals15SecDark_NA_R11a","Cymbals 15 Sec Dark","Dark cymbals for 15 seconds.","R11a3382"
"HAUS_Cymbals15SecMedium_NA_R11a","Cymbals 15 Sec Medium","Medium cymbals for 15 seconds.","R11a3392"
"HAUS_Cymbals5SecBright_NA_R11a","Cymbals 5 Sec Bright","Bright cymbals for 5 seconds.","R11a3402"
"HAUS_Cymbals5SecDark_NA_R11a","Cymbals 5 Sec Dark","Dark cymbals for 5 seconds.","R11a3412"
"HAUS_Cymbals5SecMedium_NA_R11a","Cymbals 5 Sec Medium","Medium cymbals for 5 seconds.","R11a3422"
"HAUS_FiddleTime_A_C28a","Fiddle Time","A friendly, uplifting soundtrack with cool, Americana vibes.","C28a0042"
"HAUS_Praising_Dm_C28a","Praising","A mysterious and suspenseful electronic soundtrack with a dark mood.","C28a0052"
"HAUS_RainingBullets_Em_C28a","Raining Bullets","Run for your lives!","C28a0062"
"HAUS_TheSearch_Csharpm_C28a","The Search","A suspenseful dramatic tension track that will have you biting your nails until the very end.","C28a0072"
"HAUS_Armor_Gm_C33a","Armor","Edgy rock vibes with a positive and upbeat mood.","C33a0102"
"HAUS_OHLongLoudHitsA_A_R11a","OH Long Loud Hits A","","R11a3432"
"HAUS_OHLongLoudHitsAb_Ab_R11a","OH Long Loud Hits Ab","","R11a3442"
"HAUS_OHLongLoudHitsAbm_Abm_R11a","OH Long Loud Hits Abm","","R11a3452"
"HAUS_OHLongLoudHitsAm_Am_R11a","OH Long Loud Hits Am","","R11a3462"
"HAUS_OHLongLoudHitsB_B_R11a","OH Long Loud Hits B","","R11a3472"
"HAUS_OHLongLoudHitsBb_Bb_R11a","OH Long Loud Hits Bb","","R11a3482"
"HAUS_OHLongLoudHitsBbm_Bbm_R11a","OH Long Loud Hits Bbm","","R11a3492"
"HAUS_OHLongLoudHitsBm_Bm_R11a","OH Long Loud Hits Bm","","R11a3502"
"HAUS_OHLongLoudHitsC_C_R11a","OH Long Loud Hits C","","R11a3512"
"HAUS_OHLongLoudHitsCm_Cm_R11a","OH Long Loud Hits Cm","","R11a3522"
"HAUS_OHLongLoudHitsD_D_R11a","OH Long Loud Hits D","","R11a3532"
"HAUS_OHLongLoudHitsDb_Db_R11a","OH Long Loud Hits Db","","R11a3542"
"HAUS_OHLongLoudHitsDbm_Dbm_R11a","OH Long Loud Hits Dbm","","R11a3552"
"HAUS_OHLongLoudHitsDm_Dm_R11a","OH Long Loud Hits Dm","","R11a3562"
